DATASET = ORTEC-hidden instance set VeRoLog competition
NAME = vehicles over tools over vehicle days over distance with 500 requests over 15 days

MAX_NUMBER_OF_VEHICLES = 92
NUMBER_OF_VEHICLE_DAYS = 1000
TOOL_USE = 56 52 48 52 52
DISTANCE = 7401928
COST = 1923001928

DAY = 1
NUMBER_OF_VEHICLES = 50
1	R	0	4	0
2	R	0	27	0
3	R	0	30	0
4	R	0	48	0
5	R	0	52	0
6	R	0	61	0
7	R	0	78	0
8	R	0	80	0
9	R	0	92	0
10	R	0	104	0
11	R	0	113	0
12	R	0	114	0
13	R	0	117	0
14	R	0	124	0
15	R	0	128	0
16	R	0	130	0
17	R	0	135	0
18	R	0	141	0
19	R	0	167	0
20	R	0	175	0
21	R	0	201	0
22	R	0	211	0
23	R	0	224	0
24	R	0	253	0
25	R	0	262	0
26	R	0	280	0
27	R	0	284	0
28	R	0	287	0
29	R	0	291	0
30	R	0	292	0
31	R	0	314	0
32	R	0	315	0
33	R	0	321	0
34	R	0	329	0
35	R	0	338	0
36	R	0	345	0
37	R	0	356	0
38	R	0	361	0
39	R	0	412	0
40	R	0	416	0
41	R	0	421	0
42	R	0	433	0
43	R	0	452	0
44	R	0	461	0
45	R	0	463	0
46	R	0	469	0
47	R	0	472	0
48	R	0	481	0
49	R	0	482	0
50	R	0	487	0

DAY = 2
NUMBER_OF_VEHICLES = 57
1	R	0	-4	0
2	R	0	7	0
3	R	0	-27	0
4	R	0	-30	0
5	R	0	43	0
6	R	0	47	0
7	R	0	68	0
8	R	0	72	0
9	R	0	-92	0
10	R	0	120	0
11	R	0	127	0
12	R	0	139	0
13	R	0	140	0
14	R	0	154	0
15	R	0	157	0
16	R	0	166	0
17	R	0	173	0
18	R	0	179	0
19	R	0	183	0
20	R	0	-201	0
21	R	0	221	0
22	R	0	222	0
23	R	0	229	0
24	R	0	238	0
25	R	0	243	0
26	R	0	244	0
27	R	0	249	0
28	R	0	252	0
29	R	0	258	0
30	R	0	259	0
31	R	0	273	0
32	R	0	277	0
33	R	0	283	0
34	R	0	286	0
35	R	0	300	0
36	R	0	303	0
37	R	0	-315	0
38	R	0	317	0
39	R	0	-345	0
40	R	0	355	0
41	R	0	-356	0
42	R	0	369	0
43	R	0	372	0
44	R	0	381	0
45	R	0	386	0
46	R	0	387	0
47	R	0	404	0
48	R	0	408	0
49	R	0	409	0
50	R	0	-421	0
51	R	0	-433	0
52	R	0	437	0
53	R	0	449	0
54	R	0	454	0
55	R	0	-469	0
56	R	0	473	0
57	R	0	485	0

DAY = 3
NUMBER_OF_VEHICLES = 71
1	R	0	-7	0
2	R	0	17	0
3	R	0	45	0
4	R	0	-52	0
5	R	0	65	0
6	R	0	-68	0
7	R	0	69	0
8	R	0	-78	0
9	R	0	86	0
10	R	0	90	0
11	R	0	100	0
12	R	0	121	0
13	R	0	-128	0
14	R	0	-130	0
15	R	0	132	0
16	R	0	133	0
17	R	0	-135	0
18	R	0	138	0
19	R	0	-140	0
20	R	0	159	0
21	R	0	161	0
22	R	0	-167	0
23	R	0	-173	0
24	R	0	174	0
25	R	0	-179	0
26	R	0	190	0
27	R	0	208	0
28	R	0	209	0
29	R	0	-211	0
30	R	0	-224	0
31	R	0	225	0
32	R	0	-238	0
33	R	0	-253	0
34	R	0	254	0
35	R	0	255	0
36	R	0	260	0
37	R	0	263	0
38	R	0	-280	0
39	R	0	-284	0
40	R	0	285	0
41	R	0	-287	0
42	R	0	-291	0
43	R	0	-292	0
44	R	0	-300	0
45	R	0	-314	0
46	R	0	319	0
47	R	0	-321	0
48	R	0	350	0
49	R	0	358	0
50	R	0	-361	0
51	R	0	363	0
52	R	0	378	0
53	R	0	379	0
54	R	0	382	0
55	R	0	-386	0
56	R	0	397	0
57	R	0	399	0
58	R	0	411	0
59	R	0	-412	0
60	R	0	424	0
61	R	0	425	0
62	R	0	-437	0
63	R	0	443	0
64	R	0	455	0
65	R	0	-461	0
66	R	0	-463	0
67	R	0	474	0
68	R	0	-481	0
69	R	0	-482	0
70	R	0	-487	0
71	R	0	494	0

DAY = 4
NUMBER_OF_VEHICLES = 82
1	R	0	23	0
2	R	0	25	0
3	R	0	29	0
4	R	0	37	0
5	R	0	-43	0
6	R	0	-45	0
7	R	0	-48	0
8	R	0	56	0
9	R	0	-61	0
10	R	0	66	0
11	R	0	-72	0
12	R	0	-80	0
13	R	0	81	0
14	R	0	83	0
15	R	0	85	0
16	R	0	-86	0
17	R	0	89	0
18	R	0	-104	0
19	R	0	110	0
20	R	0	-113	0
21	R	0	-114	0
22	R	0	116	0
23	R	0	-117	0
24	R	0	-120	0
25	R	0	-124	0
26	R	0	-127	0
27	R	0	-132	0
28	R	0	-133	0
29	R	0	-139	0
30	R	0	-141	0
31	R	0	150	0
32	R	0	-154	0
33	R	0	-157	0
34	R	0	-174	0
35	R	0	-175	0
36	R	0	195	0
37	R	0	196	0
38	R	0	203	0
39	R	0	-208	0
40	R	0	-221	0
41	R	0	-222	0
42	R	0	233	0
43	R	0	235	0
44	R	0	-249	0
45	R	0	-252	0
46	R	0	-255	0
47	R	0	-258	0
48	R	0	-260	0
49	R	0	-262	0
50	R	0	-263	0
51	R	0	-277	0
52	R	0	-283	0
53	R	0	-286	0
54	R	0	310	0
55	R	0	316	0
56	R	0	-317	0
57	R	0	-329	0
58	R	0	331	0
59	R	0	-338	0
60	R	0	346	0
61	R	0	-350	0
62	R	0	351	0
63	R	0	-355	0
64	R	0	-363	0
65	R	0	-369	0
66	R	0	-372	0
67	R	0	-381	0
68	R	0	-382	0
69	R	0	-387	0
70	R	0	406	0
71	R	0	414	0
72	R	0	-416	0
73	R	0	-424	0
74	R	0	-452	0
75	R	0	-454	0
76	R	0	-455	0
77	R	0	-472	0
78	R	0	-473	0
79	R	0	475	0
80	R	0	484	0
81	R	0	-485	0
82	R	0	489	0

DAY = 5
NUMBER_OF_VEHICLES = 79
1	R	0	13	0
2	R	0	-17	0
3	R	0	24	0
4	R	0	26	0
5	R	0	28	0
6	R	0	46	0
7	R	0	-47	0
8	R	0	51	0
9	R	0	60	0
10	R	0	-66	0
11	R	0	67	0
12	R	0	-100	0
13	R	0	109	0
14	R	0	115	0
15	R	0	122	0
16	R	0	125	0
17	R	0	145	0
18	R	0	147	0
19	R	0	149	0
20	R	0	152	0
21	R	0	-166	0
22	R	0	180	0
23	R	0	-183	0
24	R	0	191	0
25	R	0	-196	0
26	R	0	223	0
27	R	0	-225	0
28	R	0	227	0
29	R	0	-229	0
30	R	0	-235	0
31	R	0	236	0
32	R	0	237	0
33	R	0	-243	0
34	R	0	-244	0
35	R	0	248	0
36	R	0	-254	0
37	R	0	256	0
38	R	0	-259	0
39	R	0	264	0
40	R	0	-273	0
41	R	0	-285	0
42	R	0	298	0
43	R	0	-303	0
