DATASET = ORTEC-hidden instance set VeRoLog competition
NAME = vehicles over tools over vehicle days over distance with 500 requests over 15 days

MAX_NUMBER_OF_VEHICLES = 77
NUMBER_OF_VEHICLE_DAYS = 1000
TOOL_USE = 52 47 48 50 52
DISTANCE = 7401928
COST = 1620301928

DAY = 1
NUMBER_OF_VEHICLES = 48
1	R	0	4	0
2	R	0	27	0
3	R	0	30	0
4	R	0	48	0
5	R	0	52	0
6	R	0	78	0
7	R	0	80	0
8	R	0	92	0
9	R	0	104	0
10	R	0	113	0
11	R	0	114	0
12	R	0	117	0
13	R	0	124	0
14	R	0	128	0
15	R	0	130	0
16	R	0	135	0
17	R	0	141	0
18	R	0	167	0
19	R	0	175	0
20	R	0	201	0
21	R	0	211	0
22	R	0	224	0
23	R	0	253	0
24	R	0	262	0
25	R	0	280	0
26	R	0	284	0
27	R	0	287	0
28	R	0	291	0
29	R	0	292	0
30	R	0	314	0
31	R	0	315	0
32	R	0	321	0
33	R	0	329	0
34	R	0	338	0
35	R	0	345	0
36	R	0	356	0
37	R	0	361	0
38	R	0	416	0
39	R	0	421	0
40	R	0	433	0
41	R	0	452	0
42	R	0	461	0
43	R	0	463	0
44	R	0	469	0
45	R	0	472	0
46	R	0	481	0
47	R	0	482	0
48	R	0	487	0

DAY = 2
NUMBER_OF_VEHICLES = 54
1	R	0	-4	0
2	R	0	7	0
3	R	0	-27	0
4	R	0	-30	0
5	R	0	47	0
6	R	0	61	0
7	R	0	68	0
8	R	0	85	0
9	R	0	-92	0
10	R	0	120	0
11	R	0	127	0
12	R	0	139	0
13	R	0	140	0
14	R	0	154	0
15	R	0	166	0
16	R	0	173	0
17	R	0	179	0
18	R	0	183	0
19	R	0	-201	0
20	R	0	221	0
21	R	0	229	0
22	R	0	238	0
23	R	0	243	0
24	R	0	244	0
25	R	0	252	0
26	R	0	256	0
27	R	0	258	0
28	R	0	259	0
29	R	0	273	0
30	R	0	277	0
31	R	0	283	0
32	R	0	286	0
33	R	0	300	0
34	R	0	-315	0
35	R	0	317	0
36	R	0	339	0
37	R	0	-345	0
38	R	0	346	0
39	R	0	355	0
40	R	0	-356	0
41	R	0	369	0
42	R	0	372	0
43	R	0	381	0
44	R	0	386	0
45	R	0	387	0
46	R	0	404	0
47	R	0	408	0
48	R	0	409	0
49	R	0	-421	0
50	R	0	-433	0
51	R	0	454	0
52	R	0	-469	0
53	R	0	473	0
54	R	0	485	0

DAY = 3
NUMBER_OF_VEHICLES = 68
1	R	0	-7	0
2	R	0	43	0
3	R	0	-52	0
4	R	0	60	0
5	R	0	65	0
6	R	0	-68	0
7	R	0	69	0
8	R	0	-78	0
9	R	0	100	0
10	R	0	-128	0
11	R	0	-130	0
12	R	0	132	0
13	R	0	133	0
14	R	0	-135	0
15	R	0	138	0
16	R	0	-140	0
17	R	0	159	0
18	R	0	161	0
19	R	0	-167	0
20	R	0	-173	0
21	R	0	174	0
22	R	0	-179	0
23	R	0	180	0
24	R	0	190	0
25	R	0	208	0
26	R	0	209	0
27	R	0	-211	0
28	R	0	-224	0
29	R	0	225	0
30	R	0	-238	0
31	R	0	249	0
32	R	0	-253	0
33	R	0	254	0
34	R	0	-256	0
35	R	0	260	0
36	R	0	-280	0
37	R	0	-284	0
38	R	0	-287	0
39	R	0	-291	0
40	R	0	-292	0
41	R	0	-300	0
42	R	0	303	0
43	R	0	-314	0
44	R	0	-321	0
45	R	0	-339	0
46	R	0	350	0
47	R	0	358	0
48	R	0	-361	0
49	R	0	363	0
50	R	0	378	0
51	R	0	382	0
52	R	0	-386	0
53	R	0	397	0
54	R	0	399	0
55	R	0	411	0
56	R	0	424	0
57	R	0	425	0
58	R	0	435	0
59	R	0	449	0
60	R	0	455	0
61	R	0	-461	0
62	R	0	-463	0
63	R	0	474	0
64	R	0	475	0
65	R	0	-481	0
66	R	0	-482	0
67	R	0	-487	0
68	R	0	498	0

DAY = 4
NUMBER_OF_VEHICLES = 75
1	R	0	17	0
2	R	0	23	0
3	R	0	24	0
4	R	0	25	0
5	R	0	29	0
6	R	0	37	0
7	R	0	-48	0
8	R	0	-60	0
9	R	0	66	0
10	R	0	-80	0
11	R	0	81	0
12	R	0	-85	0
13	R	0	89	0
14	R	0	90	0
15	R	0	-104	0
16	R	0	-113	0
17	R	0	-114	0
18	R	0	116	0
19	R	0	-117	0
20	R	0	-120	0
21	R	0	121	0
22	R	0	-124	0
23	R	0	-127	0
24	R	0	-132	0
25	R	0	-133	0
26	R	0	-139	0
27	R	0	-141	0
28	R	0	150	0
29	R	0	-154	0
30	R	0	-174	0
31	R	0	-175	0
32	R	0	196	0
33	R	0	203	0
34	R	0	-208	0
35	R	0	-221	0
36	R	0	233	0
37	R	0	-252	0
38	R	0	255	0
39	R	0	-258	0
40	R	0	-260	0
41	R	0	-262	0
42	R	0	-277	0
43	R	0	-283	0
44	R	0	285	0
45	R	0	-286	0
46	R	0	310	0
47	R	0	-317	0
48	R	0	319	0
49	R	0	-329	0
50	R	0	-338	0
51	R	0	-346	0
52	R	0	-350	0
53	R	0	-355	0
54	R	0	-363	0
55	R	0	-369	0
56	R	0	370	0
57	R	0	-372	0
58	R	0	-381	0
59	R	0	-382	0
60	R	0	-387	0
61	R	0	393	0
62	R	0	412	0
63	R	0	414	0
64	R	0	-416	0
65	R	0	-424	0
66	R	0	443	0
67	R	0	-452	0
68	R	0	-454	0
69	R	0	-455	0
70	R	0	-472	0
71	R	0	-473	0
72	R	0	477	0
73	R	0	484	0
74	R	0	-485	0
75	R	0	489	0

DAY = 5
NUMBER_OF_VEHICLES = 75
1	R	0	8	0
2	R	0	28	0
3	R	0	40	0
4	R	0	-43	0
5	R	0	46	0
6	R	0	-47	0
7	R	0	51	0
8	R	0	-61	0
9	R	0	-66	0
10	R	0	72	0
11	R	0	83	0
12	R	0	86	0
13	R	0	-100	0
14	R	0	109	0
15	R	0	110	0
16	R	0	111	0
17	R	0	122	0
18	R	0	145	0
19	R	0	147	0
20	R	0	149	0
21	R	0	157	0
22	R	0	-166	0
23	R	0	-183	0
24	R	0	195	0
25	R	0	-196	0
26	R	0	222	0
27	R	0	-225	0
28	R	0	227	0
29	R	0	-229	0
30	R	0	235	0
31	R	0	237	0
32	R	0	-243	0
33	R	0	-244	0
34	R	0	248	0
35	R	0	-249	0
36	R	0	-254	0
37	R	0	-255	0
38	R	0	-259	0
39	R	0	263	0
40	R	0	264	0
41	R	0	-273	0
42	R	0	298	0
43	R	0	307	0
44	R	0	316	0
45	R	0	326	0
46	R	0	334	0
47	R	0	351	0
48	R	0	359	0
49	R	0	366	0
50	R	0	367	0
51	R	0	-370	0
52	R	0	379	0
53	R	0	380	0
54	R	0	-393	0
55	R	0	394	0
56	R	0	396	0
57	R	0	-397	0
58	R	0	-404	0
